original_nombre,substitute_nombre,similarity_score,reason,vegan_safe,gluten_free_safe,cost_ratio
harina de trigo,harina de arroz,0.9786,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.22
harina de trigo,tapioca,0.9769,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,5.56
harina de trigo,almidon de maiz,0.9738,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.33
harina integral,harina de garbanzo,0.9813,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.33
harina integral,tapioca,0.9809,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,4.17
harina integral,harina de quinoa,0.9777,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,6.67
harina integral,almidon de papa,0.9612,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.33
harina integral,almidon de maiz,0.9599,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.5
huevo,gel de linaza,0.9832,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.02
huevo,gel de chia,0.97,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.02
huevo,tofu sedoso,0.9562,"Similar en: aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.01
huevo,yogur natural,0.937,"Similar en: aporte de humedad, nivel de dulzor, capacidad leudante",False,True,0.01
huevo,psyllium husk,0.9146,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.05
jarabe de agave,jarabe de maple,0.9919,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
jarabe de agave,miel,0.9882,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.8
jarabe de agave,azucar morena,0.9839,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.13
jarabe de agave,panela,0.9839,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.27
jarabe de agave,azucar blanca,0.9691,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.08
jarabe de maple,miel,0.999,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.6
jarabe de maple,panela,0.9947,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.2
jarabe de maple,azucar morena,0.9947,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.1
jarabe de maple,jarabe de agave,0.9919,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.75
jarabe de maple,datiles molidos,0.9902,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
jugo de limon,vinagre blanco,0.9571,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
jugo de limon,cafe soluble,0.9451,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,6.67
jugo de limon,vainilla extracto,0.9158,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,8.33
jugo de limon,sal,0.8826,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.17
jugo de limon,harina de arroz,0.8692,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
leche condensada,miel,0.9462,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,1.5
leche condensada,jarabe de maple,0.9353,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,2.5
leche condensada,datiles molidos,0.9287,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.25
leche condensada,jarabe de agave,0.9264,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.88
leche condensada,panela,0.9247,"Similar en: poder aglutinante, nivel de dulzor, capacidad leudante",True,True,0.5
leche de almendra,leche de macadamia,0.9939,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.6
leche de almendra,leche de avena,0.9939,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.12
leche de almendra,leche descremada,0.9939,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.36
leche de almendra,leche de soya,0.9843,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.88
leche de almendra,leche de arroz,0.9819,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
leche de arroz,leche descremada,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.45
leche de arroz,leche de avena,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.4
leche de arroz,leche de almendra,0.9819,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
leche de arroz,leche de macadamia,0.9681,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
leche de arroz,leche de soya,0.9385,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.1
leche de avena,leche de avena,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
leche de avena,leche de almendra,0.9939,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.89
leche de avena,leche de arroz,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.71
leche de avena,leche de macadamia,0.9845,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.43
leche de avena,leche de soya,0.9771,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.79
leche de coco,crema,0.9378,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,1.71
leche de coco,crema agria,0.9351,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.43
leche de coco,leche entera,0.9284,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.31
leche de coco,crema de coco,0.9036,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,2.0
leche de coco,leche de macadamia,0.9023,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.14
leche de macadamia,leche de almendra,0.9939,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.62
leche de macadamia,leche de avena,0.9845,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.7
leche de macadamia,leche descremada,0.9845,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.22
leche de macadamia,leche de soya,0.9839,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.55
leche de macadamia,leche de arroz,0.9681,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
leche de soya,leche entera,0.9868,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.5
leche de soya,leche de almendra,0.9843,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.14
leche de soya,leche de macadamia,0.9839,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.82
leche de soya,leche descremada,0.9771,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.41
leche de soya,leche de avena,0.9771,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.27
leche descremada,leche de avena,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.11
leche descremada,leche de almendra,0.9939,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.78
leche descremada,leche de arroz,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.22
leche descremada,leche de macadamia,0.9845,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,4.44
leche descremada,leche de soya,0.9771,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.44
leche entera,leche de soya,0.9868,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
leche entera,leche de macadamia,0.9673,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.64
leche entera,leche descremada,0.9651,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.82
leche entera,leche de avena,0.9651,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.55
leche entera,leche de almendra,0.9598,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.27
levadura fresca,polvo de hornear,0.9989,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
levadura fresca,levadura seca,0.9977,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.67
levadura fresca,bicarbonato de sodio,0.9953,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.83
levadura fresca,cremor tartaro,0.9404,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,2.5
levadura fresca,vinagre blanco,0.8428,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.33
levadura seca,polvo de hornear,0.9996,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
levadura seca,bicarbonato de sodio,0.9994,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
levadura seca,levadura fresca,0.9977,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.6
levadura seca,cremor tartaro,0.9582,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,1.5
levadura seca,vinagre blanco,0.8598,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.2
manteca vegetal,aceite de coco,0.9967,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
manteca vegetal,aceite de oliva,0.9967,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
manteca vegetal,aceite vegetal,0.9965,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
manteca vegetal,aceite de girasol,0.9965,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
manteca vegetal,margarina vegana,0.9937,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
mantequilla,margarina vegana,0.9993,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
mantequilla,aceite vegetal,0.9944,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
mantequilla,aceite de girasol,0.9944,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
mantequilla,manteca vegetal,0.9915,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
mantequilla,aceite de oliva,0.9905,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
mantequilla de mani,harina de almendra,0.9718,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.8
mantequilla de mani,queso crema,0.9612,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,2.0
mantequilla de mani,mantequilla,0.9511,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.2
mantequilla de mani,margarina vegana,0.9427,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
mantequilla de mani,nueces molidas,0.9417,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
margarina vegana,mantequilla,0.9993,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.5
margarina vegana,aceite vegetal,0.9955,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
margarina vegana,aceite de girasol,0.9955,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
margarina vegana,manteca vegetal,0.9937,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.75
margarina vegana,aceite de oliva,0.9932,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
miel,jarabe de maple,0.999,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.67
miel,panela,0.9953,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
miel,azucar morena,0.9953,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.17
miel,datiles molidos,0.9922,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.83
miel,jarabe de agave,0.9882,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
nueces molidas,margarina vegana,0.9749,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.53
nueces molidas,mantequilla,0.9709,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,0.8
nueces molidas,manteca vegetal,0.9687,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.4
nueces molidas,aceite de coco,0.9564,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.6
nueces molidas,aceite vegetal,0.9556,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.27
panela,azucar morena,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
panela,miel,0.9953,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,3.0
panela,jarabe de maple,0.9947,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,5.0
panela,datiles molidos,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.5
panela,azucar blanca,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.3
platano maduro,pure de manzana,0.9949,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
platano maduro,pure de zapallo,0.9726,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
platano maduro,pure de calabaza,0.9726,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
platano maduro,pure de remolacha,0.944,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
platano maduro,yogur natural,0.8959,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",False,True,2.0
polvo de hornear,levadura seca,0.9996,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
polvo de hornear,levadura fresca,0.9989,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.75
polvo de hornear,bicarbonato de sodio,0.9981,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.62
polvo de hornear,cremor tartaro,0.95,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,1.88
polvo de hornear,vinagre blanco,0.8475,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.25
psyllium husk,agar agar,0.9822,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
psyllium husk,gelatina sin sabor,0.9822,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.44
psyllium husk,gel de chia,0.9727,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.44
psyllium husk,goma xantana,0.9679,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.39
psyllium husk,tofu sedoso,0.9678,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.28
pure de calabaza,pure de calabaza,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de calabaza,pure de remolacha,0.9918,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de calabaza,pure de manzana,0.991,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
pure de calabaza,platano maduro,0.9726,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de calabaza,yogur vegano,0.944,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
pure de manzana,platano maduro,0.9949,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
pure de manzana,pure de zapallo,0.991,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
pure de manzana,pure de calabaza,0.991,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
pure de manzana,pure de remolacha,0.971,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
pure de manzana,yogur natural,0.9163,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",False,True,1.33
pure de remolacha,pure de zapallo,0.9918,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de remolacha,pure de calabaza,0.9918,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de remolacha,pure de manzana,0.971,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
pure de remolacha,platano maduro,0.944,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de remolacha,yogur vegano,0.938,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
pure de zapallo,pure de calabaza,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de zapallo,pure de remolacha,0.9918,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de zapallo,pure de manzana,0.991,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
pure de zapallo,platano maduro,0.9726,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
pure de zapallo,yogur vegano,0.944,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
queso crema,harina de almendra,0.9838,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.9
queso crema,aguacate,0.9738,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.25
queso crema,mantequilla de mani,0.9612,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
queso crema,mantequilla,0.9442,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.6
queso crema,crema de coco,0.9393,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.35
sal,vainilla extracto,0.9883,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,50.0
sal,harina de maiz,0.9865,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
sal,harina de arroz,0.9862,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,4.0
sal,cafe soluble,0.9674,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,40.0
sal,canela,0.9662,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,20.0
semillas de lino,nueces molidas,0.922,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,2.5
semillas de lino,harina de quinoa,0.9109,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
semillas de lino,harina de almendra,0.8999,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
semillas de lino,harina de coco,0.871,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
semillas de lino,aguacate,0.8427,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.83
semola,harina de trigo,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.9
semola,harina de avena,0.9925,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
semola,harina de arroz,0.9786,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
semola,tapioca,0.9769,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,5.0
semola,almidon de maiz,0.9738,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.0
stevia,eritritol,0.9977,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.72
stevia,xilitol,0.9977,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
stevia,azucar flor,0.9949,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.07
stevia,azucar blanca,0.9949,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.05
stevia,azucar de coco,0.994,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.56
tapioca,almidon de maiz,0.9923,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.6
tapioca,harina de garbanzo,0.9882,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
tapioca,almidon de papa,0.9825,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
tapioca,harina integral,0.9809,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.24
tapioca,semola,0.9769,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.2
tofu sedoso,gel de chia,0.9954,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.6
tofu sedoso,gel de linaza,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.2
tofu sedoso,psyllium husk,0.9678,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.6
tofu sedoso,yogur natural,0.958,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.8
tofu sedoso,huevo,0.9562,"Similar en: aporte de humedad, nivel de dulzor, capacidad leudante",False,True,70.0
vainilla extracto,sal,0.9883,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.02
vainilla extracto,harina de maiz,0.9836,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.06
vainilla extracto,canela,0.9801,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.4
vainilla extracto,cafe soluble,0.9756,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
vainilla extracto,harina de arroz,0.9682,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.08
vinagre blanco,jugo de limon,0.9571,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
vinagre blanco,cremor tartaro,0.9524,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,7.5
vinagre blanco,cafe soluble,0.8982,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,10.0
vinagre blanco,sal,0.8793,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.25
vinagre blanco,vainilla extracto,0.876,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,12.5
xilitol,eritritol,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.9
xilitol,stevia,0.9977,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
